content,annotation/0/label/0,annotation/0/notes,annotation/0/points/0/x,annotation/0/points/0/y,annotation/0/points/1/x,annotation/0/points/1/y,annotation/0/imageWidth,annotation/0/imageHeight,annotation/1/label/0,annotation/1/notes,annotation/1/points/0/x,annotation/1/points/0/y,annotation/1/points/1/x,annotation/1/points/1/y,annotation/1/imageWidth,annotation/1/imageHeight,extras,annotation/2/label/0,annotation/2/notes,annotation/2/points/0/x,annotation/2/points/0/y,annotation/2/points/1/x,annotation/2/points/1/y,annotation/2/imageWidth,annotation/2/imageHeight,annotation/3/label/0,annotation/3/notes,annotation/3/points/0/x,annotation/3/points/0/y,annotation/3/points/1/x,annotation/3/points/1/y,annotation/3/imageWidth,annotation/3/imageHeight,annotation/4/label/0,annotation/4/notes,annotation/4/points/0/x,annotation/4/points/0/y,annotation/4/points/1/x,annotation/4/points/1/y,annotation/4/imageWidth,annotation/4/imageHeight,annotation/5/label/0,annotation/5/notes,annotation/5/points/0/x,annotation/5/points/0/y,annotation/5/points/1/x,annotation/5/points/1/y,annotation/5/imageWidth,annotation/5/imageHeight,annotation/6/label/0,annotation/6/notes,annotation/6/points/0/x,annotation/6/points/0/y,annotation/6/points/1/x,annotation/6/points/1/y,annotation/6/imageWidth,annotation/6/imageHeight,annotation/7/label/0,annotation/7/notes,annotation/7/points/0/x,annotation/7/points/0/y,annotation/7/points/1/x,annotation/7/points/1/y,annotation/7/imageWidth,annotation/7/imageHeight,annotation/8/label/0,annotation/8/notes,annotation/8/points/0/x,annotation/8/points/0/y,annotation/8/points/1/x,annotation/8/points/1/y,annotation/8/imageWidth,annotation/8/imageHeight,annotation/9/label/0,annotation/9/notes,annotation/9/points/0/x,annotation/9/points/0/y,annotation/9/points/1/x,annotation/9/points/1/y,annotation/9/imageWidth,annotation/9/imageHeight,annotation/10/label/0,annotation/10/notes,annotation/10/points/0/x,annotation/10/points/0/y,annotation/10/points/1/x,annotation/10/points/1/y,annotation/10/imageWidth,annotation/10/imageHeight,annotation/11/label/0,annotation/11/notes,annotation/11/points/0/x,annotation/11/points/0/y,annotation/11/points/1/x,annotation/11/points/1/y,annotation/11/imageWidth,annotation/11/imageHeight,annotation/12/label/0,annotation/12/notes,annotation/12/points/0/x,annotation/12/points/0/y,annotation/12/points/1/x,annotation/12/points/1/y,annotation/12/imageWidth,annotation/12/imageHeight,annotation/13/label/0,annotation/13/notes,annotation/13/points/0/x,annotation/13/points/0/y,annotation/13/points/1/x,annotation/13/points/1/y,annotation/13/imageWidth,annotation/13/imageHeight,annotation/14/label/0,annotation/14/notes,annotation/14/points/0/x,annotation/14/points/0/y,annotation/14/points/1/x,annotation/14/points/1/y,annotation/14/imageWidth,annotation/14/imageHeight,annotation/15/label/0,annotation/15/notes,annotation/15/points/0/x,annotation/15/points/0/y,annotation/15/points/1/x,annotation/15/points/1/y,annotation/15/imageWidth,annotation/15/imageHeight
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/39c0442e-7597-40da-b110-1ae47b787660___18213783832_215de8caf9_b.jpg.jpeg,Face,,0.10978260869565218,0.07317073170731707,0.19021739130434784,0.191869918699187,920,615,Face,,0.3141304347826087,0.16910569105691056,0.38804347826086955,0.2943089430894309,920,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/625ad691-16e1-47c3-a08c-5baa755fdfff___131204175328-charlie-chaplin-tramp-city-lights-horizontal-gallery.jpg.jpeg,Face,,0.3484375,0.26666666666666666,0.6640625,0.8444444444444444,640,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/2d339928-212c-4f74-9002-4a95e2893d8c___180619103539-apaptow-ingraham-hannity-split-large-169.jpg.jpeg,Face,,0.015217391304347827,0.04633204633204633,0.27608695652173915,0.555984555984556,460,259,Face,,0.3760869565217391,0.05405405405405406,0.5652173913043478,0.5328185328185329,460,259,,Face,,0.7217391304347827,0.05405405405405406,0.9934782608695653,0.7065637065637066,460,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/a6324953-0d38-4385-8cd9-29b7f7d6a932___180620152134-01-trump-immigration-exec-order-0620-exlarge-169.jpg.jpeg,Face,,0.09230769230769231,0.0228310502283105,0.20897435897435898,0.24885844748858446,780,438,Face,,0.39487179487179486,0.19863013698630136,0.5371794871794872,0.5,780,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/cf4b21b6-4cd6-488c-8117-94850d6c3ef1___180623002236-erin-burnett-trump-reversal-separate-families-monologue-ebof-00002001-large-169.jpg.jpeg,Face,,0.4217391304347826,0.10038610038610038,0.6065217391304348,0.5405405405405406,460,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/2cb2b041-ef29-4b15-b853-a7ae83b9e761___1528815743456.jpg.jpeg,Face,,0.20730397422126745,0.10687022900763359,0.38990332975295383,0.4732824427480916,931,524,Face,,0.5080558539205156,0.5629770992366412,0.6680988184747583,0.851145038167939,931,524,,Face,,0.6498388829215896,0.04389312977099236,0.8539205155746509,0.45229007633587787,931,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/e8bb5eb3-7ce1-4570-b60a-717a957fe38b___20160321135908kkkkkkkk.jpg.jpeg,Face,,0.03,0.06904231625835189,0.1575,0.35412026726057905,800,449,Face,,0.205,0.48997772828507796,0.37375,0.7015590200445434,800,449,,Face,,0.54,0.053452115812917596,0.72,0.36302895322939865,800,449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/56bdb63e-7d4f-4932-a922-6bbc306673b1___ace-ventura04.jpg.jpeg,Face,,0.41,0.1782178217821782,0.576,0.43234323432343236,500,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/d94c17c6-4ba5-4969-b00f-3d5102beeeaa___a-common-man1.jpg.jpeg,Face,,0.4008667388949079,0.1732283464566929,0.6522210184182016,0.5795275590551181,1100,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/df40b57f-b015-4c56-9835-f21c8898f37f___action-crime-movies-2017-full-english-hd-hollywood-action-movies-full-length0.jpg.jpeg,Face,,0.425,0.13333333333333333,0.6333333333333333,0.4722222222222222,480,360,Face,,0.0125,0.1388888888888889,0.25,0.5166666666666667,480,360,,Face,,0.3125,0.14722222222222223,0.4375,0.4083333333333333,480,360,Face,,0.75,0.13333333333333333,1,0.5805555555555556,480,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/8286d2cd-34a3-4fe6-9d59-89565b557de2___adoptiongreencard.jpg.jpeg,Face,,0.06611570247933884,0.07131782945736434,0.256198347107438,0.40310077519379844,2376,1584,Face,,0.2871900826446281,0.16744186046511628,0.4318181818181818,0.43410852713178294,2376,1584,,Face,,0.4287190082644628,0.06821705426356589,0.6084710743801653,0.3689922480620155,2376,1584,Face,,0.5619834710743802,0.21395348837209302,0.7252066115702479,0.49147286821705427,2376,1584,Face,,0.7737603305785123,0.21705426356589147,0.9421487603305785,0.5441860465116279,2376,1584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/686b3b5e-6651-4e78-8bca-73386b41c115___ae3dcb1ca4c760c590c896f8fff9b721--avengers-marvel-funny-moments.jpg.jpeg,Face,,0.15930902111324377,0.041666666666666664,0.4779270633397313,0.3428030303030303,521,528,Face,,0.46833013435700577,0.5454545454545454,0.7485604606525912,0.8200757575757576,521,528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/72616a79-cfc1-406b-a2d9-70d2092dd786___aj8Jbq9e.jpeg,Face,,0.28494041170097506,0.2914409534127844,0.38028169014084506,0.3856988082340195,1252,1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/3074ccbf-430c-448a-9472-7e4f4681fad4___alien-3-cinephilia-e1421050422112.jpg.jpeg,Face,,0.6632231404958677,0.30297029702970296,0.9514462809917356,0.8871287128712871,1047,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/fda68aef-4a07-4b49-a126-92b23e0961e9___Alita-Battle-Angel-Poster-Movie-Upcoming-Movies-Hollywood.jpg.jpeg,Face,,0.6353111432706223,0.0439453125,0.9377713458755427,0.333984375,691,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/efadbc5b-eab0-4d92-90f5-a3bb97aee08f___Angel-FamiliesTrump-1250x650.jpg.jpeg,Face,,0.48537378114842905,0.06875,0.5514626218851572,0.20625,1250,650,Face,,0.10400866738894908,0.725,0.1820151679306609,0.9354166666666667,1250,650,,Face,,0.7919826652221018,0.13125,0.856988082340195,0.25833333333333336,1250,650,Face,,0.1256771397616468,0.2125,0.19284940411700974,0.3333333333333333,1250,650,Face,,0.03466955579631636,0.09791666666666667,0.10509209100758396,0.20625,1250,650,Face,,0.27410617551462624,0.14375,0.3304442036836403,0.25625,1250,650,Face,,0.7453954496208017,0.6708333333333333,0.8060671722643553,0.8,1250,650,Face,,0.3477789815817985,0.24375,0.41278439869989164,0.3458333333333333,1250,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/b049f0b8-17bf-45fb-995e-bce8aad0c270___aph_0.jpg.jpeg,Face,,0.7107438016528925,0.24806201550387597,0.7933884297520661,0.37829457364341085,2700,1800,Face,,0.4927685950413223,0.262015503875969,0.5506198347107438,0.3643410852713178,2700,1800,,Face,,0.1559917355371901,0.289922480620155,0.2634297520661157,0.4542635658914729,2700,1800,Face,,0.2159090909090909,0.5255813953488372,0.2902892561983471,0.6108527131782946,2700,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/13224a02-ea2c-4b4c-8dab-6a4e9dc4401d___arrahmanian.jpg.jpeg,Face,,0.37293388429752067,0.04642857142857143,0.5619834710743802,0.6392857142857142,1024,296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/4ef6d20e-2419-4089-9657-8ce343f596c3___article-0-15A4690B000005DC-190_634x339.jpg.jpeg,Face,,0.08201892744479496,0.15634218289085547,0.2444794952681388,0.5575221238938053,634,339,Face,,0.2618296529968454,0.02654867256637168,0.42113564668769715,0.4896755162241888,634,339,,Face,,0.44952681388012616,0.06784660766961652,0.6277602523659306,0.44542772861356933,634,339,Face,,0.6309148264984227,0.22713864306784662,0.7476340694006309,0.5752212389380531,634,339,Face,,0.7791798107255521,0.1415929203539823,0.9037854889589906,0.5309734513274337,634,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/303d899b-d6e9-465b-837a-76fa2c8a44e1___article-2029433-0D8C459500000578-160_468x286.jpg.jpeg,Face,,0.4658119658119658,0.006993006993006993,0.9978632478632479,0.958041958041958,468,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/667ca8f2-400d-475c-9f8b-b4ddb6a0df61___article-2368232-1ADE3F7A000005DC-342_634x393.jpg.jpeg,Face,,0.6813880126182965,0.027989821882951654,0.9605678233438486,0.5776081424936387,634,393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/ae1e3cee-1b64-4415-9cc2-f218ec8cb113___articles_fartsinmovies.jpg.jpeg,Face,,0.30333333333333334,0.04285714285714286,0.4033333333333333,0.29428571428571426,600,350,Face,,0.6066666666666667,0.2857142857142857,0.7633333333333333,0.5085714285714286,600,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/349ad78a-d704-4518-b348-795e1fe13cd7___arts-graphics-2008_1130994a.jpg.jpeg,Face,,0.7669172932330827,0.2229965156794425,0.8947368421052632,0.44947735191637633,399,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/78580089-6288-41fc-93ec-26b33ec6161f___a-supercut-of-whistling-scenes-in-movies-tv-shows-and-music-videos.jpg.jpeg,Face,,0.13739669421487602,0.02022058823529412,0.6714876033057852,0.9981617647058824,1920,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/516c8e37-3f10-45ff-9aa1-5986076388c7___a-wrinkle-in-time2.jpg.jpeg,Face,,0.3175925925925926,0.45037037037037037,0.45185185185185184,0.5651851851851852,1080,1350,Face,,0.2833333333333333,0.25925925925925924,0.4287037037037037,0.3985185185185185,1080,1350,,Face,,0.5796296296296296,0.25037037037037035,0.6675925925925926,0.3288888888888889,1080,1350,Face,,0.4185185185185185,0.17185185185185184,0.5148148148148148,0.2577777777777778,1080,1350,Face,,0.6277777777777778,0.12666666666666668,0.7231481481481481,0.2222222222222222,1080,1350,Face,,0.6861111111111111,0.46370370370370373,0.850925925925926,0.5622222222222222,1080,1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/27e9888b-351b-46c3-b465-ce683ae50fbf___b3a41c4f625e317ea212193b1a863be3.jpg.jpeg,Face,,0.7096424702058505,0.17533718689788053,0.7843986998916577,0.31021194605009633,1280,720,Face,,0.14734561213434452,0.279383429672447,0.2047670639219935,0.37572254335260113,1280,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/83b38f57-41d8-4f23-838d-a9430bd1ce0e___b4ce3239130e3e5b41dc9dad6a9d6b78--kate-hudson.jpg.jpeg,Face,,0.375,0.14625850340136054,0.4986413043478261,0.3979591836734694,736,588,Face,,0.6100543478260869,0.28401360544217685,0.7649456521739131,0.48299319727891155,736,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/0a4c98b4-703e-4271-a1c5-21344fc04d6a___b078140b365ac7f9eb5a7acaaf0ae673---jump-street-tv-movie.jpg.jpeg,Face,,0.35451505016722407,0.5790349417637272,0.459866220735786,0.670549084858569,598,601,Face,,0.7207357859531772,0.5840266222961731,0.7976588628762542,0.6655574043261231,598,601,,Face,,0.21906354515050167,0.029950083194675542,0.3963210702341137,0.23128119800332778,598,601,Face,,0.7374581939799331,0.16805324459234608,0.9297658862876255,0.36772046589018303,598,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/de09eb83-bbe1-40a6-a05a-768fa7b3e161___banner_img.jpg.jpeg,Face,,0.4647887323943662,0.1601423487544484,0.5417118093174431,0.42704626334519574,1000,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/df41031c-c82e-4208-90b5-99fd5ad305c8___bb7d783d-1c5e-4b88-b872-d1edccbec32f-getty-593252908.jpg.jpeg,Face,,0.40736728060671723,0.12180451127819548,0.5752979414951246,0.3443609022556391,3000,2161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/ab4d5a15-1857-4239-a132-99b14611edd1___behind-the-scenes-classic-horror-movies-thumb640.jpg.jpeg,Face,,0.2671875,0.1325,0.5125,0.5475,640,400,Face,,0.0359375,0.1775,0.13125,0.325,640,400,,Face,,0.6734375,0.25,0.7328125,0.3675,640,400,Face,,0.625,0.2425,0.6796875,0.3725,640,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/5a2f8e16-97cb-4625-ad88-d81701beee02___behind-the-scenes-from-famous-movies-9.jpg.jpeg,Face,,0.2512396694214876,0.020080321285140562,0.5636363636363636,0.2891566265060241,605,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/14c0bdf3-510e-4cf8-8219-02f1d08695ad___behind-the-scenes-photos-from-horror-movies-7.jpg.jpeg,Face,,0.11587301587301588,0.09090909090909091,0.373015873015873,0.562200956937799,630,418,Face,,0.4365079365079365,0.23684210526315788,0.7603174603174603,0.7105263157894737,630,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/f016528a-12c6-4f68-b460-6eed25b8f87b___behind-the-scenes-trivia-and-fun-facts-about-classic-movies-1.jpg.jpeg,Face,,0.28285714285714286,0.047619047619047616,0.7142857142857143,0.9153439153439153,700,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/f76b4b9a-6592-49c8-b741-16cbc5a70dd2___best-action-comedy-movies-2018-full-movie-english-adventure-movies-2018-full-hd-720-spanish-subs-1140x720.jpg.jpeg,Face,,0.4420368364030336,0.1234991423670669,0.48970747562296857,0.2195540308747856,1140,720,Face,,0.638136511375948,0.20754716981132076,0.6836403033586133,0.274442538593482,1140,720,,Face,,0.8775731310942578,0.23156089193825044,0.9382448537378115,0.307032590051458,1140,720,Face,,0.11592632719393282,0.31217838765008576,0.1646803900325027,0.38421955403087477,1140,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/657c7a01-369a-47e2-af74-cf2f6f37139f___Best-Iconic-Movie-Scenes-Of-All-Time.jpg.jpeg,Face,,0.253099173553719,0.03925619834710744,0.5402892561983471,0.6694214876033058,1024,512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/59253445-2a7f-4710-8534-f2770d842960___best-scenes-of-2017_2_759.jpg.jpeg,Face,,0.06455862977602109,0.26540284360189575,0.15678524374176547,0.4597156398104265,759,422,Face,,0.766798418972332,0.33649289099526064,0.9380764163372859,0.6990521327014217,759,422,,Face,,0.2648221343873518,0.13033175355450238,0.36100131752305664,0.2890995260663507,759,422,Face,,0.5191040843214756,0.4265402843601896,0.6126482213438735,0.6018957345971564,759,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/844e795e-abef-4916-bc4d-db458c1f9fe1___best-song-movie.jpg.jpeg,Face,,0.35714285714285715,0.22764227642276422,0.4160714285714286,0.35772357723577236,560,246,Face,,0.5553571428571429,0.23983739837398374,0.6285714285714286,0.4024390243902439,560,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/212db31d-2964-4d71-bb3f-83c8eb1300a6___BeU1tn8IYAAyWrC.jpg.jpeg,Face,,0.24749163879598662,0.03550295857988166,0.4331103678929766,0.29980276134122286,598,507,Face,,0.2709030100334448,0.5424063116370809,0.4214046822742475,0.8086785009861933,598,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
